LineNumber,OrderId,InitialId,ParentId,Side,Product,DeliveryStart,DeliveryEnd,CreationTime,DeliveryArea,ExecutionRestriction,UserDefinedBlock,LinkedBasketId,RevisionNo,ActionCode,TransactionTime,ValidityTime,Price,Currency,Quantity,QuantityUnit,Volume,VolumeUnit
180,11591799847,11591799847,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 17:45:00+00:00,2021-06-26 18:00:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,2.0,MAW,0.5,MWH
181,11591799848,11591799848,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 04:00:00+00:00,2021-06-26 04:15:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
182,11591799849,11591799849,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 04:15:00+00:00,2021-06-26 04:30:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,0.7,MAW,0.175,MWH
183,11591799850,11591799850,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 04:30:00+00:00,2021-06-26 04:45:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,0.3,MAW,0.075,MWH
184,11591799851,11591799851,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 08:30:00+00:00,2021-06-26 08:45:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,0.2,MAW,0.05,MWH
185,11591799852,11591799852,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 08:45:00+00:00,2021-06-26 09:00:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,0.3,MAW,0.075,MWH
186,11591799853,11591799853,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 12:00:00+00:00,2021-06-26 12:15:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,0.2,MAW,0.05,MWH
187,11591799854,11591799854,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 12:45:00+00:00,2021-06-26 13:00:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,0.1,MAW,0.025,MWH
188,11591799855,11591799855,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 09:15:00+00:00,2021-06-26 09:30:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,0.1,MAW,0.025,MWH
189,11591799856,11591799856,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 09:30:00+00:00,2021-06-26 09:45:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,0.1,MAW,0.025,MWH
190,11591799857,11591799857,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 09:45:00+00:00,2021-06-26 10:00:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,0.1,MAW,0.025,MWH
191,11591799971,11591799971,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 03:00:00+00:00,2021-06-26 03:15:00+00:00,2021-06-25 13:00:23.998000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
192,11591799972,11591799972,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 03:15:00+00:00,2021-06-26 03:30:00+00:00,2021-06-25 13:00:23.998000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
193,11591799973,11591799973,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 03:30:00+00:00,2021-06-26 03:45:00+00:00,2021-06-25 13:00:23.998000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,0.5,MAW,0.125,MWH
194,11591799976,11591799976,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 21:00:00+00:00,2021-06-26 21:15:00+00:00,2021-06-25 13:00:23.998000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
195,11591799977,11591799977,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 21:15:00+00:00,2021-06-26 21:30:00+00:00,2021-06-25 13:00:23.998000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
196,11591799978,11591799978,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 21:30:00+00:00,2021-06-26 21:45:00+00:00,2021-06-25 13:00:23.998000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,0.8,MAW,0.2,MWH
197,11591800258,11591800258,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-25 23:00:00+00:00,2021-06-25 23:15:00+00:00,2021-06-25 13:00:25.586000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
198,11591800259,11591800259,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-25 23:15:00+00:00,2021-06-25 23:30:00+00:00,2021-06-25 13:00:25.586000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
199,11591800260,11591800260,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-25 23:30:00+00:00,2021-06-25 23:45:00+00:00,2021-06-25 13:00:25.586000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,0.8,MAW,0.2,MWH
200,11591801232,11591801232,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 13:30:00+00:00,2021-06-26 13:45:00+00:00,2021-06-25 13:00:35.899000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,0.1,MAW,0.025,MWH
201,11591801233,11591801233,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 13:45:00+00:00,2021-06-26 14:00:00+00:00,2021-06-25 13:00:35.899000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,0.4,MAW,0.1,MWH
202,11591801379,11591801379,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 18:15:00+00:00,2021-06-26 18:30:00+00:00,2021-06-25 13:00:37.058000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
203,11591801380,11591801380,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 18:30:00+00:00,2021-06-26 18:45:00+00:00,2021-06-25 13:00:37.058000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
204,11591801381,11591801381,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 18:45:00+00:00,2021-06-26 19:00:00+00:00,2021-06-25 13:00:37.058000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,2.0,MAW,0.5,MWH
205,11591801752,11591801752,0.0,SELL,XBID_Half_Hour_Power,2021-06-26 13:30:00+00:00,2021-06-26 14:00:00+00:00,2021-06-25 13:00:43.066000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:43.066000+00:00,0.0,500.0,EUR,0.1,MAW,0.05,MWH
206,11591801756,11591801756,0.0,SELL,XBID_Half_Hour_Power,2021-06-26 18:30:00+00:00,2021-06-26 19:00:00+00:00,2021-06-25 13:00:43.179000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:43.179000+00:00,0.0,500.0,EUR,1.0,MAW,0.5,MWH
207,11591801757,11591801757,0.0,SELL,XBID_Half_Hour_Power,2021-06-25 23:00:00+00:00,2021-06-25 23:30:00+00:00,2021-06-25 13:00:43.189000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:43.189000+00:00,0.0,500.0,EUR,1.0,MAW,0.5,MWH
208,11591801771,11591801771,0.0,SELL,XBID_Half_Hour_Power,2021-06-26 09:30:00+00:00,2021-06-26 10:00:00+00:00,2021-06-25 13:00:43.732000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:43.732000+00:00,0.0,500.0,EUR,0.1,MAW,0.05,MWH
209,11591801772,11591801772,0.0,SELL,XBID_Half_Hour_Power,2021-06-26 19:30:00+00:00,2021-06-26 20:00:00+00:00,2021-06-25 13:00:43.732000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:43.732000+00:00,0.0,500.0,EUR,1.0,MAW,0.5,MWH
210,11591801773,11591801773,0.0,SELL,XBID_Half_Hour_Power,2021-06-26 15:30:00+00:00,2021-06-26 16:00:00+00:00,2021-06-25 13:00:43.732000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:43.732000+00:00,0.0,500.0,EUR,1.0,MAW,0.5,MWH
211,11591801774,11591801774,0.0,SELL,XBID_Half_Hour_Power,2021-06-26 11:00:00+00:00,2021-06-26 11:30:00+00:00,2021-06-25 13:00:43.786000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:43.786000+00:00,0.0,500.0,EUR,0.4,MAW,0.2,MWH
212,11591801775,11591801775,0.0,SELL,XBID_Half_Hour_Power,2021-06-26 10:00:00+00:00,2021-06-26 10:30:00+00:00,2021-06-25 13:00:43.786000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:43.786000+00:00,0.0,500.0,EUR,0.9,MAW,0.45,MWH
213,11591801786,11591801786,0.0,SELL,XBID_Half_Hour_Power,2021-06-26 07:30:00+00:00,2021-06-26 08:00:00+00:00,2021-06-25 13:00:44.757000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:44.757000+00:00,0.0,500.0,EUR,0.6,MAW,0.3,MWH
214,11591801787,11591801787,0.0,SELL,XBID_Half_Hour_Power,2021-06-26 20:00:00+00:00,2021-06-26 20:30:00+00:00,2021-06-25 13:00:44.757000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:44.757000+00:00,0.0,500.0,EUR,0.2,MAW,0.1,MWH
215,11591801797,11591801797,0.0,SELL,XBID_Half_Hour_Power,2021-06-26 21:00:00+00:00,2021-06-26 21:30:00+00:00,2021-06-25 13:00:45.248000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:45.248000+00:00,0.0,500.0,EUR,1.0,MAW,0.5,MWH
216,11591801838,11591801838,0.0,SELL,XBID_Half_Hour_Power,2021-06-26 14:30:00+00:00,2021-06-26 15:00:00+00:00,2021-06-25 13:00:48.547000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:48.547000+00:00,0.0,500.0,EUR,1.0,MAW,0.5,MWH
217,11591801858,11591801858,0.0,SELL,XBID_Half_Hour_Power,2021-06-26 08:30:00+00:00,2021-06-26 09:00:00+00:00,2021-06-25 13:00:50.287000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:50.287000+00:00,0.0,500.0,EUR,0.2,MAW,0.1,MWH
218,11591801859,11591801859,0.0,SELL,XBID_Half_Hour_Power,2021-06-25 22:00:00+00:00,2021-06-25 22:30:00+00:00,2021-06-25 13:00:50.287000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:50.287000+00:00,0.0,500.0,EUR,0.9,MAW,0.45,MWH
219,11591801864,11591801864,0.0,SELL,XBID_Half_Hour_Power,2021-06-26 16:30:00+00:00,2021-06-26 17:00:00+00:00,2021-06-25 13:00:50.833000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:50.833000+00:00,0.0,500.0,EUR,1.0,MAW,0.5,MWH
220,11591801880,11591801880,0.0,SELL,XBID_Half_Hour_Power,2021-06-26 01:00:00+00:00,2021-06-26 01:30:00+00:00,2021-06-25 13:00:52.552000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:52.552000+00:00,0.0,500.0,EUR,1.0,MAW,0.5,MWH
221,11591801888,11591801888,0.0,SELL,XBID_Half_Hour_Power,2021-06-26 00:00:00+00:00,2021-06-26 00:30:00+00:00,2021-06-25 13:00:53.585000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:53.585000+00:00,0.0,500.0,EUR,1.0,MAW,0.5,MWH
222,11591802023,11591802023,0.0,SELL,XBID_Half_Hour_Power,2021-06-26 02:00:00+00:00,2021-06-26 02:30:00+00:00,2021-06-25 13:00:57.085000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:57.085000+00:00,0.0,500.0,EUR,1.0,MAW,0.5,MWH
223,11591802037,11591802037,0.0,SELL,XBID_Half_Hour_Power,2021-06-26 03:00:00+00:00,2021-06-26 03:30:00+00:00,2021-06-25 13:00:58.210000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:58.210000+00:00,0.0,500.0,EUR,1.0,MAW,0.5,MWH
224,11591802048,11591802048,0.0,SELL,XBID_Half_Hour_Power,2021-06-26 06:30:00+00:00,2021-06-26 07:00:00+00:00,2021-06-25 13:00:58.639000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:58.639000+00:00,0.0,500.0,EUR,0.5,MAW,0.25,MWH
225,11591802049,11591802049,0.0,SELL,XBID_Half_Hour_Power,2021-06-26 17:30:00+00:00,2021-06-26 18:00:00+00:00,2021-06-25 13:00:58.639000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:58.639000+00:00,0.0,500.0,EUR,2.0,MAW,1.0,MWH
226,11591802097,11591802097,0.0,SELL,XBID_Half_Hour_Power,2021-06-26 04:00:00+00:00,2021-06-26 04:30:00+00:00,2021-06-25 13:01:05.055000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:01:05.055000+00:00,0.0,500.0,EUR,0.7,MAW,0.35,MWH
227,11591801773,11591801773,0.0,SELL,XBID_Half_Hour_Power,2021-06-26 15:30:00+00:00,2021-06-26 16:00:00+00:00,2021-06-25 13:00:43.732000+00:00,NL,NON,N,0.0,2,D,2021-06-25 13:04:01.159000+00:00,0.0,500.0,EUR,1.0,MAW,0.5,MWH
228,11591801774,11591801774,0.0,SELL,XBID_Half_Hour_Power,2021-06-26 11:00:00+00:00,2021-06-26 11:30:00+00:00,2021-06-25 13:00:43.786000+00:00,NL,NON,N,0.0,2,D,2021-06-25 13:04:01.159000+00:00,0.0,500.0,EUR,0.4,MAW,0.2,MWH
229,11591801787,11591801787,0.0,SELL,XBID_Half_Hour_Power,2021-06-26 20:00:00+00:00,2021-06-26 20:30:00+00:00,2021-06-25 13:00:44.757000+00:00,NL,NON,N,0.0,2,D,2021-06-25 13:04:01.159000+00:00,0.0,500.0,EUR,0.2,MAW,0.1,MWH
230,11591801838,11591801838,0.0,SELL,XBID_Half_Hour_Power,2021-06-26 14:30:00+00:00,2021-06-26 15:00:00+00:00,2021-06-25 13:00:48.547000+00:00,NL,NON,N,0.0,2,D,2021-06-25 13:04:01.159000+00:00,0.0,500.0,EUR,1.0,MAW,0.5,MWH
231,11591801864,11591801864,0.0,SELL,XBID_Half_Hour_Power,2021-06-26 16:30:00+00:00,2021-06-26 17:00:00+00:00,2021-06-25 13:00:50.833000+00:00,NL,NON,N,0.0,2,D,2021-06-25 13:04:01.159000+00:00,0.0,500.0,EUR,1.0,MAW,0.5,MWH
232,11591802023,11591802023,0.0,SELL,XBID_Half_Hour_Power,2021-06-26 02:00:00+00:00,2021-06-26 02:30:00+00:00,2021-06-25 13:00:57.085000+00:00,NL,NON,N,0.0,2,D,2021-06-25 13:04:01.159000+00:00,0.0,500.0,EUR,1.0,MAW,0.5,MWH
233,11591802097,11591802097,0.0,SELL,XBID_Half_Hour_Power,2021-06-26 04:00:00+00:00,2021-06-26 04:30:00+00:00,2021-06-25 13:01:05.055000+00:00,NL,NON,N,0.0,2,D,2021-06-25 13:04:01.159000+00:00,0.0,500.0,EUR,0.7,MAW,0.35,MWH
234,11591804675,11591804675,0.0,SELL,XBID_Quarter_Hour_Power,2021-06-26 16:15:00+00:00,2021-06-26 16:30:00+00:00,2021-06-25 13:04:01.336000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:04:01.336000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
235,11591804676,11591804676,0.0,SELL,XBID_Quarter_Hour_Power,2021-06-26 16:30:00+00:00,2021-06-26 16:45:00+00:00,2021-06-25 13:04:01.336000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:04:01.336000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
236,11591804677,11591804677,0.0,SELL,XBID_Quarter_Hour_Power,2021-06-26 16:45:00+00:00,2021-06-26 17:00:00+00:00,2021-06-25 13:04:01.336000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:04:01.336000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
237,11591804678,11591804678,0.0,SELL,XBID_Quarter_Hour_Power,2021-06-26 02:00:00+00:00,2021-06-26 02:15:00+00:00,2021-06-25 13:04:01.336000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:04:01.336000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
238,11591804679,11591804679,0.0,SELL,XBID_Quarter_Hour_Power,2021-06-26 02:15:00+00:00,2021-06-26 02:30:00+00:00,2021-06-25 13:04:01.336000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:04:01.336000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
239,11591804680,11591804680,0.0,SELL,XBID_Quarter_Hour_Power,2021-06-26 02:30:00+00:00,2021-06-26 02:45:00+00:00,2021-06-25 13:04:01.336000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:04:01.336000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
240,11591804681,11591804681,0.0,SELL,XBID_Quarter_Hour_Power,2021-06-26 12:00:00+00:00,2021-06-26 12:15:00+00:00,2021-06-25 13:04:01.336000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:04:01.336000+00:00,0.0,500.0,EUR,0.2,MAW,0.05,MWH
241,11591804682,11591804682,0.0,SELL,XBID_Quarter_Hour_Power,2021-06-26 12:45:00+00:00,2021-06-26 13:00:00+00:00,2021-06-25 13:04:01.336000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:04:01.336000+00:00,0.0,500.0,EUR,0.1,MAW,0.025,MWH
242,11591804683,11591804683,0.0,SELL,XBID_Quarter_Hour_Power,2021-06-26 11:00:00+00:00,2021-06-26 11:15:00+00:00,2021-06-25 13:04:01.336000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:04:01.336000+00:00,0.0,500.0,EUR,0.8,MAW,0.2,MWH
243,11591804684,11591804684,0.0,SELL,XBID_Quarter_Hour_Power,2021-06-26 11:15:00+00:00,2021-06-26 11:30:00+00:00,2021-06-25 13:04:01.336000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:04:01.336000+00:00,0.0,500.0,EUR,0.4,MAW,0.1,MWH
244,11591804685,11591804685,0.0,SELL,XBID_Quarter_Hour_Power,2021-06-26 11:45:00+00:00,2021-06-26 12:00:00+00:00,2021-06-25 13:04:01.336000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:04:01.336000+00:00,0.0,500.0,EUR,0.7,MAW,0.175,MWH
245,11591804691,11591804691,0.0,SELL,XBID_Quarter_Hour_Power,2021-06-26 04:00:00+00:00,2021-06-26 04:15:00+00:00,2021-06-25 13:04:01.336000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:04:01.336000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
246,11591804692,11591804692,0.0,SELL,XBID_Quarter_Hour_Power,2021-06-26 04:15:00+00:00,2021-06-26 04:30:00+00:00,2021-06-25 13:04:01.336000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:04:01.336000+00:00,0.0,500.0,EUR,0.7,MAW,0.175,MWH
247,11591804693,11591804693,0.0,SELL,XBID_Quarter_Hour_Power,2021-06-26 04:30:00+00:00,2021-06-26 04:45:00+00:00,2021-06-25 13:04:01.336000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:04:01.336000+00:00,0.0,500.0,EUR,0.3,MAW,0.075,MWH
248,11591801859,11591801859,0.0,SELL,XBID_Half_Hour_Power,2021-06-25 22:00:00+00:00,2021-06-25 22:30:00+00:00,2021-06-25 13:00:50.287000+00:00,NL,NON,N,0.0,2,D,2021-06-25 13:04:01.433000+00:00,0.0,500.0,EUR,0.9,MAW,0.45,MWH
249,11591804711,11591804711,0.0,SELL,XBID_Quarter_Hour_Power,2021-06-25 22:00:00+00:00,2021-06-25 22:15:00+00:00,2021-06-25 13:04:01.475000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:04:01.475000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
250,11591804712,11591804712,0.0,SELL,XBID_Quarter_Hour_Power,2021-06-25 22:15:00+00:00,2021-06-25 22:30:00+00:00,2021-06-25 13:04:01.475000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:04:01.475000+00:00,0.0,500.0,EUR,0.9,MAW,0.225,MWH
251,11591804713,11591804713,0.0,SELL,XBID_Quarter_Hour_Power,2021-06-25 22:30:00+00:00,2021-06-25 22:45:00+00:00,2021-06-25 13:04:01.475000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:04:01.475000+00:00,0.0,500.0,EUR,0.4,MAW,0.1,MWH
252,11591801752,11591801752,0.0,SELL,XBID_Half_Hour_Power,2021-06-26 13:30:00+00:00,2021-06-26 14:00:00+00:00,2021-06-25 13:00:43.066000+00:00,NL,NON,N,0.0,2,D,2021-06-25 13:04:01.986000+00:00,0.0,500.0,EUR,0.1,MAW,0.05,MWH
253,11591801775,11591801775,0.0,SELL,XBID_Half_Hour_Power,2021-06-26 10:00:00+00:00,2021-06-26 10:30:00+00:00,2021-06-25 13:00:43.786000+00:00,NL,NON,N,0.0,2,D,2021-06-25 13:04:01.986000+00:00,0.0,500.0,EUR,0.9,MAW,0.45,MWH
254,11591804963,11591804963,0.0,SELL,XBID_Quarter_Hour_Power,2021-06-26 10:00:00+00:00,2021-06-26 10:15:00+00:00,2021-06-25 13:04:02.011000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:04:02.011000+00:00,0.0,500.0,EUR,0.9,MAW,0.225,MWH
255,11591804964,11591804964,0.0,SELL,XBID_Quarter_Hour_Power,2021-06-26 10:15:00+00:00,2021-06-26 10:30:00+00:00,2021-06-25 13:04:02.011000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:04:02.011000+00:00,0.0,500.0,EUR,0.9,MAW,0.225,MWH
256,11591804965,11591804965,0.0,SELL,XBID_Quarter_Hour_Power,2021-06-26 10:30:00+00:00,2021-06-26 10:45:00+00:00,2021-06-25 13:04:02.011000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:04:02.011000+00:00,0.0,500.0,EUR,0.8,MAW,0.2,MWH
257,11591802049,11591802049,0.0,SELL,XBID_Half_Hour_Power,2021-06-26 17:30:00+00:00,2021-06-26 18:00:00+00:00,2021-06-25 13:00:58.639000+00:00,NL,NON,N,0.0,2,D,2021-06-25 13:04:03.988000+00:00,0.0,500.0,EUR,2.0,MAW,1.0,MWH
258,11591805155,11591805155,0.0,SELL,XBID_Quarter_Hour_Power,2021-06-26 17:15:00+00:00,2021-06-26 17:30:00+00:00,2021-06-25 13:04:04.023000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:04:04.023000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
259,11591805156,11591805156,0.0,SELL,XBID_Quarter_Hour_Power,2021-06-26 17:30:00+00:00,2021-06-26 17:45:00+00:00,2021-06-25 13:04:04.023000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:04:04.023000+00:00,0.0,500.0,EUR,2.0,MAW,0.5,MWH
260,11591805157,11591805157,0.0,SELL,XBID_Quarter_Hour_Power,2021-06-26 17:45:00+00:00,2021-06-26 18:00:00+00:00,2021-06-25 13:04:04.023000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:04:04.023000+00:00,0.0,500.0,EUR,2.0,MAW,0.5,MWH
261,11591801772,11591801772,0.0,SELL,XBID_Half_Hour_Power,2021-06-26 19:30:00+00:00,2021-06-26 20:00:00+00:00,2021-06-25 13:00:43.732000+00:00,NL,NON,N,0.0,2,D,2021-06-25 13:04:05.429000+00:00,0.0,500.0,EUR,1.0,MAW,0.5,MWH
262,11591801858,11591801858,0.0,SELL,XBID_Half_Hour_Power,2021-06-26 08:30:00+00:00,2021-06-26 09:00:00+00:00,2021-06-25 13:00:50.287000+00:00,NL,NON,N,0.0,2,D,2021-06-25 13:04:05.429000+00:00,0.0,500.0,EUR,0.2,MAW,0.1,MWH
263,11591801880,11591801880,0.0,SELL,XBID_Half_Hour_Power,2021-06-26 01:00:00+00:00,2021-06-26 01:30:00+00:00,2021-06-25 13:00:52.552000+00:00,NL,NON,N,0.0,2,D,2021-06-25 13:04:05.429000+00:00,0.0,500.0,EUR,1.0,MAW,0.5,MWH
264,11591801888,11591801888,0.0,SELL,XBID_Half_Hour_Power,2021-06-26 00:00:00+00:00,2021-06-26 00:30:00+00:00,2021-06-25 13:00:53.585000+00:00,NL,NON,N,0.0,2,D,2021-06-25 13:04:05.429000+00:00,0.0,500.0,EUR,1.0,MAW,0.5,MWH
265,11591805263,11591805263,0.0,SELL,XBID_Quarter_Hour_Power,2021-06-26 05:00:00+00:00,2021-06-26 05:15:00+00:00,2021-06-25 13:04:05.459000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:04:05.459000+00:00,0.0,500.0,EUR,0.1,MAW,0.025,MWH
266,11591805264,11591805264,0.0,SELL,XBID_Quarter_Hour_Power,2021-06-26 05:45:00+00:00,2021-06-26 06:00:00+00:00,2021-06-25 13:04:05.459000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:04:05.459000+00:00,0.0,500.0,EUR,0.1,MAW,0.025,MWH
267,11591805265,11591805265,0.0,SELL,XBID_Quarter_Hour_Power,2021-06-26 08:30:00+00:00,2021-06-26 08:45:00+00:00,2021-06-25 13:04:05.459000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:04:05.459000+00:00,0.0,500.0,EUR,0.2,MAW,0.05,MWH
268,11591805266,11591805266,0.0,SELL,XBID_Quarter_Hour_Power,2021-06-26 08:45:00+00:00,2021-06-26 09:00:00+00:00,2021-06-25 13:04:05.459000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:04:05.459000+00:00,0.0,500.0,EUR,0.3,MAW,0.075,MWH
269,11591805267,11591805267,0.0,SELL,XBID_Quarter_Hour_Power,2021-06-26 00:00:00+00:00,2021-06-26 00:15:00+00:00,2021-06-25 13:04:05.459000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:04:05.459000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
